SLAMBench Report run started:	2023-08-24 03:23:05

Properties:
=================

frame-limit: 0
start-frame: 0
log-file: events.txt
input: ./datasets/ICL_NUIM/living_room_traj2_loop.slam
load-slam-library: ./build/lib/liblsdslam-cpp-library.so
dse: false
help: false
realtime-mode: false
realtime-multiplier: 1
file-output: 
alignment-technique: new
gui: false
lifelong: false
RGB-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
Depth-disparity-params: 0.0002,0
Grey-intrinsics-parameters: 0.751875,1,0.4992185,0.4989583
camera-path: 
package-path: benchmarks/lsdslam/src/cpp/
kfusage: 5
kfdist: 5
minUseGrad: 5
fabmap: true
kfreactive: false
subpixelstereo: true
maxLoopClosureCandiates: 20
randSeed: 1
use-pose-optim: true

Statistics:
=================

Frame Number	Timestamp	AbsoluteError	OrientationError	MeanATE	MaxATE	RPE_RMSE	Duration_Frame	CPU_Memory	GPU_Memory	X	Y	Z
1	0.0000000000	-nan	360.0000100179	-nan	0.0000000000	0.0000000000	0.1595540000	0	0	0.0000000000	0.0000000000	0.0000000000
2	0.0400000000	0.0000001788	76.8504198615	0.0000001788	0.0000001788	0.0041115684	0.8037980000	0	0	-0.0006010678	-0.0001195244	0.0001060443
3	0.0800000000	0.0018662717	92.5563510655	0.0016316340	0.0019184286	0.0038099889	0.8505380000	0	0	-0.0005712564	-0.0001159089	-0.0002626415
4	0.1200000000	0.0009519351	45.0526859164	0.0015685259	0.0027859348	0.0028175383	0.8359510000	0	0	-0.0008395470	-0.0004368536	-0.0003819931
5	0.1600000000	0.0016251863	62.1842346945	0.0017807707	0.0024677047	0.0028142976	0.7785500000	0	0	-0.0009795624	-0.0000026952	-0.0002612030
6	0.2000000000	0.0017061699	44.2568800856	0.0018731515	0.0024513346	0.0018450567	0.7792120000	0	0	-0.0005845987	-0.0000757334	-0.0006002181
7	0.2400000000	0.0018601138	46.2948719302	0.0018768432	0.0026364869	0.0018203284	0.7808130000	0	0	-0.0005682929	0.0000713007	-0.0004218254
8	0.2800000000	0.0021043131	93.7324003576	0.0018983894	0.0031381568	0.0024169581	0.7670130000	0	0	-0.0006063451	0.0001757857	-0.0005147542
9	0.3200000000	0.0020337007	85.1598026095	0.0019686836	0.0030940725	0.0031613489	0.9102190000	0	0	-0.0010379743	0.0000522932	-0.0005211224
10	0.3600000000	0.0014906983	42.9542708034	0.0019323427	0.0032754042	0.0020684675	0.9204700000	0	0	-0.0013088107	0.0000750389	-0.0004509491
11	0.4000000000	0.0039122016	52.1339562554	0.0020978168	0.0039122016	0.0023041432	0.7425350000	0	0	-0.0008956823	0.0000751516	-0.0001808908
12	0.4400000000	0.0038101613	48.2688888079	0.0022405010	0.0040430329	0.0024719518	0.7924480000	0	0	-0.0007592543	-0.0000004670	-0.0004498198
13	0.4800000000	0.0023383338	46.5721434595	0.0022586533	0.0046379333	0.0034980919	0.7445860000	0	0	-0.0016798158	-0.0000335901	-0.0001003957
